N = 2363573, log(prod) = 5.44e-308 x 2^-3410000, diff 0.00027
N = 2364273, log(prod) = 8.62e-309 x 2^-3411000, diff 0.00028
N = 2364921, log(prod) = 6.45e-308 x 2^-3412000, diff 0.00026
N = 2365639, log(prod) = 7.05e-308 x 2^-3413000, diff 0.00027
N = 2366356, log(prod) = 7.00e-308 x 2^-3414000, diff 0.00028
N = 2367061, log(prod) = 7.18e-308 x 2^-3415000, diff 0.00028
N = 2367753, log(prod) = 5.00e-308 x 2^-3416000, diff 0.00028
N = 2368465, log(prod) = 1.26e-308 x 2^-3417000, diff 0.00029
N = 2369160, log(prod) = 3.61e-308 x 2^-3418000, diff 0.00029
N = 2369846, log(prod) = 2.08e-308 x 2^-3419000, diff 0.00029
N = 2370565, log(prod) = 5.67e-308 x 2^-3420000, diff 0.00030
N = 2371270, log(prod) = 3.59e-309 x 2^-3421000, diff 0.00031
N = 2371977, log(prod) = 2.76e-308 x 2^-3422000, diff 0.00031
N = 2372677, log(prod) = 1.10e-308 x 2^-3423000, diff 0.00031
N = 2373375, log(prod) = 4.78e-308 x 2^-3424000, diff 0.00031
N = 2374093, log(prod) = 3.55e-308 x 2^-3425000, diff 0.00033
N = 2374773, log(prod) = 1.99e-308 x 2^-3426000, diff 0.00032
N = 2375501, log(prod) = 5.18e-308 x 2^-3427000, diff 0.00033
N = 2376206, log(prod) = 6.91e-308 x 2^-3428000, diff 0.00034
N = 2376948, log(prod) = 7.51e-310 x 2^-3429000, diff 0.00036
N = 2377607, log(prod) = 2.44e-308 x 2^-3430000, diff 0.00035
N = 2378314, log(prod) = 1.62e-308 x 2^-3431000, diff 0.00035
N = 2379023, log(prod) = 2.20e-308 x 2^-3432000, diff 0.00036
N = 2379700, log(prod) = 6.19e-308 x 2^-3433000, diff 0.00035
N = 2380361, log(prod) = 3.43e-309 x 2^-3434000, diff 0.00034
N = 2381033, log(prod) = 3.97e-308 x 2^-3435000, diff 0.00033
N = 2381755, log(prod) = 6.35e-308 x 2^-3436000, diff 0.00034
N = 2382460, log(prod) = 8.14e-308 x 2^-3437000, diff 0.00034
N = 2383153, log(prod) = 6.44e-308 x 2^-3438000, diff 0.00034
N = 2383815, log(prod) = 6.53e-308 x 2^-3439000, diff 0.00033
N = 2384531, log(prod) = 7.57e-308 x 2^-3440000, diff 0.00034
N = 2385203, log(prod) = 2.97e-308 x 2^-3441000, diff 0.00033
N = 2385880, log(prod) = 5.02e-308 x 2^-3442000, diff 0.00032
N = 2386594, log(prod) = 7.54e-308 x 2^-3443000, diff 0.00033
N = 2387343, log(prod) = 5.00e-308 x 2^-3444000, diff 0.00036
N = 2388034, log(prod) = 7.40e-308 x 2^-3445000, diff 0.00036
N = 2388726, log(prod) = 1.59e-308 x 2^-3446000, diff 0.00036
N = 2389400, log(prod) = 5.87e-308 x 2^-3447000, diff 0.00035
N = 2390050, log(prod) = 2.86e-308 x 2^-3448000, diff 0.00033
N = 2390756, log(prod) = 4.74e-309 x 2^-3449000, diff 0.00034
N = 2391442, log(prod) = 5.90e-308 x 2^-3450000, diff 0.00033
N = 2392149, log(prod) = 5.36e-308 x 2^-3451000, diff 0.00034
N = 2392851, log(prod) = 4.94e-308 x 2^-3452000, diff 0.00034
N = 2393553, log(prod) = 8.49e-308 x 2^-3453000, diff 0.00034
N = 2394223, log(prod) = 7.62e-308 x 2^-3454000, diff 0.00033
N = 2394877, log(prod) = 4.45e-308 x 2^-3455000, diff 0.00032
N = 2395575, log(prod) = 3.58e-308 x 2^-3456000, diff 0.00032
N = 2396275, log(prod) = 8.27e-308 x 2^-3457000, diff 0.00032
N = 2396952, log(prod) = 1.80e-308 x 2^-3458000, diff 0.00032
N = 2397629, log(prod) = 4.24e-308 x 2^-3459000, diff 0.00031
N = 2398323, log(prod) = 8.17e-308 x 2^-3460000, diff 0.00031
N = 2399010, log(prod) = 4.97e-308 x 2^-3461000, diff 0.00031
N = 2399702, log(prod) = 6.32e-309 x 2^-3462000, diff 0.00031
N = 2400380, log(prod) = 7.80e-308 x 2^-3463000, diff 0.00030
N = 2401048, log(prod) = 4.01e-308 x 2^-3464000, diff 0.00029
N = 2401741, log(prod) = 8.87e-308 x 2^-3465000, diff 0.00029
N = 2402427, log(prod) = 3.24e-308 x 2^-3466000, diff 0.00029
N = 2403097, log(prod) = 7.85e-308 x 2^-3467000, diff 0.00028
N = 2403780, log(prod) = 4.91e-308 x 2^-3468000, diff 0.00027
N = 2404455, log(prod) = 5.78e-308 x 2^-3469000, diff 0.00026
N = 2405129, log(prod) = 2.18e-308 x 2^-3470000, diff 0.00026
N = 2405808, log(prod) = 1.19e-308 x 2^-3471000, diff 0.00025
N = 2406502, log(prod) = 6.20e-308 x 2^-3472000, diff 0.00025
N = 2407190, log(prod) = 5.99e-308 x 2^-3473000, diff 0.00025
N = 2407909, log(prod) = 4.17e-308 x 2^-3474000, diff 0.00026
N = 2408588, log(prod) = 2.59e-308 x 2^-3475000, diff 0.00025
N = 2409262, log(prod) = 3.73e-308 x 2^-3476000, diff 0.00025
N = 2409929, log(prod) = 3.83e-308 x 2^-3477000, diff 0.00023
N = 2410640, log(prod) = 3.25e-308 x 2^-3478000, diff 0.00024
N = 2411310, log(prod) = 4.45e-308 x 2^-3479000, diff 0.00023
N = 2412057, log(prod) = 4.86e-308 x 2^-3480000, diff 0.00025
N = 2412710, log(prod) = 5.94e-308 x 2^-3481000, diff 0.00024
N = 2413380, log(prod) = 3.41e-308 x 2^-3482000, diff 0.00023
N = 2414057, log(prod) = 8.29e-308 x 2^-3483000, diff 0.00022
N = 2414743, log(prod) = 5.56e-308 x 2^-3484000, diff 0.00022
N = 2415446, log(prod) = 1.44e-309 x 2^-3485000, diff 0.00022
N = 2416155, log(prod) = 6.88e-308 x 2^-3486000, diff 0.00023
N = 2416864, log(prod) = 5.86e-308 x 2^-3487000, diff 0.00023
N = 2417569, log(prod) = 5.41e-308 x 2^-3488000, diff 0.00024
N = 2418246, log(prod) = 8.87e-309 x 2^-3489000, diff 0.00023
N = 2418973, log(prod) = 6.70e-308 x 2^-3490000, diff 0.00025
N = 2419675, log(prod) = 7.53e-308 x 2^-3491000, diff 0.00025
N = 2420349, log(prod) = 9.85e-309 x 2^-3492000, diff 0.00024
N = 2421007, log(prod) = 4.50e-308 x 2^-3493000, diff 0.00023
N = 2421752, log(prod) = 1.65e-309 x 2^-3494000, diff 0.00025
N = 2422500, log(prod) = 7.15e-309 x 2^-3495000, diff 0.00027
N = 2423219, log(prod) = 2.53e-309 x 2^-3496000, diff 0.00028
N = 2423928, log(prod) = 4.88e-308 x 2^-3497000, diff 0.00029
N = 2424574, log(prod) = 8.07e-309 x 2^-3498000, diff 0.00027
N = 2425290, log(prod) = 6.00e-308 x 2^-3499000, diff 0.00028
N = 2425952, log(prod) = 2.02e-308 x 2^-3500000, diff 0.00027
N = 2426638, log(prod) = 2.46e-308 x 2^-3501000, diff 0.00026
N = 2427350, log(prod) = 2.24e-308 x 2^-3502000, diff 0.00027
N = 2428007, log(prod) = 3.34e-308 x 2^-3503000, diff 0.00026
N = 2428729, log(prod) = 6.42e-308 x 2^-3504000, diff 0.00027
N = 2429374, log(prod) = 6.14e-308 x 2^-3505000, diff 0.00025
N = 2430035, log(prod) = 4.95e-308 x 2^-3506000, diff 0.00023
N = 2430729, log(prod) = 6.28e-308 x 2^-3507000, diff 0.00023
N = 2431425, log(prod) = 5.44e-309 x 2^-3508000, diff 0.00024
N = 2432124, log(prod) = 5.03e-308 x 2^-3509000, diff 0.00024
N = 2432812, log(prod) = 4.75e-308 x 2^-3510000, diff 0.00024
N = 2433503, log(prod) = 7.18e-308 x 2^-3511000, diff 0.00023
N = 2434189, log(prod) = 6.50e-308 x 2^-3512000, diff 0.00023
N = 2434855, log(prod) = 2.34e-308 x 2^-3513000, diff 0.00022
N = 2435544, log(prod) = 3.26e-308 x 2^-3514000, diff 0.00022
N = 2436250, log(prod) = 3.41e-308 x 2^-3515000, diff 0.00022
N = 2436936, log(prod) = 8.26e-308 x 2^-3516000, diff 0.00022
N = 2437637, log(prod) = 8.83e-308 x 2^-3517000, diff 0.00022
N = 2438332, log(prod) = 2.73e-308 x 2^-3518000, diff 0.00022
N = 2439043, log(prod) = 6.46e-308 x 2^-3519000, diff 0.00023
N = 2439749, log(prod) = 4.90e-308 x 2^-3520000, diff 0.00024
N = 2440482, log(prod) = 5.87e-308 x 2^-3521000, diff 0.00025
N = 2441207, log(prod) = 7.01e-308 x 2^-3522000, diff 0.00027
N = 2441875, log(prod) = 1.53e-308 x 2^-3523000, diff 0.00026
N = 2442606, log(prod) = 2.17e-308 x 2^-3524000, diff 0.00027
N = 2443305, log(prod) = 1.75e-308 x 2^-3525000, diff 0.00027
N = 2443947, log(prod) = 8.09e-308 x 2^-3526000, diff 0.00025
N = 2444659, log(prod) = 2.58e-308 x 2^-3527000, diff 0.00026
N = 2445335, log(prod) = 1.53e-308 x 2^-3528000, diff 0.00025
N = 2446006, log(prod) = 6.71e-308 x 2^-3529000, diff 0.00024
N = 2446689, log(prod) = 4.35e-308 x 2^-3530000, diff 0.00024
N = 2447424, log(prod) = 7.26e-308 x 2^-3531000, diff 0.00026
N = 2448115, log(prod) = 4.94e-308 x 2^-3532000, diff 0.00026
N = 2448808, log(prod) = 2.06e-308 x 2^-3533000, diff 0.00026
N = 2449539, log(prod) = 6.58e-308 x 2^-3534000, diff 0.00027
N = 2450239, log(prod) = 8.06e-308 x 2^-3535000, diff 0.00027
N = 2450955, log(prod) = 7.93e-308 x 2^-3536000, diff 0.00028
N = 2451726, log(prod) = 6.73e-308 x 2^-3537000, diff 0.00031
N = 2452445, log(prod) = 2.92e-309 x 2^-3538000, diff 0.00033
N = 2453176, log(prod) = 7.27e-308 x 2^-3539000, diff 0.00034
N = 2453899, log(prod) = 2.68e-308 x 2^-3540000, diff 0.00035
N = 2454652, log(prod) = 5.45e-308 x 2^-3541000, diff 0.00038
N = 2455360, log(prod) = 7.93e-308 x 2^-3542000, diff 0.00038
N = 2456066, log(prod) = 4.67e-309 x 2^-3543000, diff 0.00039
N = 2456720, log(prod) = 3.74e-308 x 2^-3544000, diff 0.00037
N = 2457448, log(prod) = 3.03e-308 x 2^-3545000, diff 0.00039
N = 2458145, log(prod) = 4.18e-308 x 2^-3546000, diff 0.00039
N = 2458868, log(prod) = 5.52e-309 x 2^-3547000, diff 0.00040
N = 2459553, log(prod) = 8.29e-308 x 2^-3548000, diff 0.00040
N = 2460238, log(prod) = 2.90e-308 x 2^-3549000, diff 0.00039
N = 2460911, log(prod) = 6.90e-308 x 2^-3550000, diff 0.00038
N = 2461602, log(prod) = 6.87e-308 x 2^-3551000, diff 0.00038
N = 2462299, log(prod) = 7.43e-309 x 2^-3552000, diff 0.00039
N = 2462974, log(prod) = 8.62e-308 x 2^-3553000, diff 0.00038
N = 2463661, log(prod) = 5.56e-308 x 2^-3554000, diff 0.00037
N = 2464370, log(prod) = 5.66e-308 x 2^-3555000, diff 0.00038
N = 2465056, log(prod) = 2.92e-308 x 2^-3556000, diff 0.00038
N = 2465804, log(prod) = 6.51e-308 x 2^-3557000, diff 0.00040
N = 2466503, log(prod) = 7.58e-309 x 2^-3558000, diff 0.00040
N = 2467144, log(prod) = 8.58e-308 x 2^-3559000, diff 0.00038
N = 2467812, log(prod) = 5.91e-308 x 2^-3560000, diff 0.00037
N = 2468495, log(prod) = 3.18e-308 x 2^-3561000, diff 0.00037
N = 2469153, log(prod) = 6.74e-308 x 2^-3562000, diff 0.00035
N = 2469790, log(prod) = 2.93e-308 x 2^-3563000, diff 0.00033
N = 2470460, log(prod) = 5.58e-308 x 2^-3564000, diff 0.00032
N = 2471152, log(prod) = 3.09e-308 x 2^-3565000, diff 0.00032
N = 2471845, log(prod) = 4.03e-308 x 2^-3566000, diff 0.00032
N = 2472581, log(prod) = 7.61e-308 x 2^-3567000, diff 0.00034
N = 2473293, log(prod) = 7.49e-308 x 2^-3568000, diff 0.00034
N = 2473973, log(prod) = 1.43e-308 x 2^-3569000, diff 0.00034
N = 2474678, log(prod) = 3.95e-308 x 2^-3570000, diff 0.00034
N = 2475338, log(prod) = 6.65e-308 x 2^-3571000, diff 0.00033
N = 2476052, log(prod) = 2.24e-308 x 2^-3572000, diff 0.00034
N = 2476715, log(prod) = 7.51e-308 x 2^-3573000, diff 0.00033
N = 2477425, log(prod) = 6.76e-308 x 2^-3574000, diff 0.00033
N = 2478134, log(prod) = 8.19e-309 x 2^-3575000, diff 0.00034
N = 2478865, log(prod) = 6.31e-309 x 2^-3576000, diff 0.00036
N = 2479555, log(prod) = 8.59e-308 x 2^-3577000, diff 0.00035
N = 2480254, log(prod) = 1.94e-308 x 2^-3578000, diff 0.00036
N = 2480926, log(prod) = 1.89e-308 x 2^-3579000, diff 0.00035
N = 2481628, log(prod) = 8.46e-308 x 2^-3580000, diff 0.00035
N = 2482320, log(prod) = 2.91e-308 x 2^-3581000, diff 0.00035
N = 2483045, log(prod) = 1.12e-308 x 2^-3582000, diff 0.00036
N = 2483704, log(prod) = 7.86e-308 x 2^-3583000, diff 0.00035
N = 2484392, log(prod) = 2.94e-309 x 2^-3584000, diff 0.00035
N = 2485083, log(prod) = 2.38e-308 x 2^-3585000, diff 0.00035
N = 2485803, log(prod) = 3.71e-308 x 2^-3586000, diff 0.00036
N = 2486452, log(prod) = 6.97e-308 x 2^-3587000, diff 0.00034
N = 2487173, log(prod) = 3.88e-308 x 2^-3588000, diff 0.00035
N = 2487853, log(prod) = 1.24e-308 x 2^-3589000, diff 0.00034
N = 2488581, log(prod) = 5.78e-308 x 2^-3590000, diff 0.00036
N = 2489289, log(prod) = 3.28e-308 x 2^-3591000, diff 0.00036
N = 2489950, log(prod) = 2.29e-308 x 2^-3592000, diff 0.00035
N = 2490679, log(prod) = 6.75e-308 x 2^-3593000, diff 0.00036
N = 2491345, log(prod) = 1.27e-308 x 2^-3594000, diff 0.00035
N = 2492042, log(prod) = 7.80e-308 x 2^-3595000, diff 0.00036
N = 2492706, log(prod) = 1.79e-308 x 2^-3596000, diff 0.00034
N = 2493439, log(prod) = 4.29e-309 x 2^-3597000, diff 0.00036
N = 2494150, log(prod) = 2.25e-308 x 2^-3598000, diff 0.00037
N = 2494830, log(prod) = 2.91e-308 x 2^-3599000, diff 0.00036
N = 2495489, log(prod) = 7.47e-308 x 2^-3600000, diff 0.00035
N = 2496221, log(prod) = 5.07e-308 x 2^-3601000, diff 0.00036
N = 2496920, log(prod) = 5.55e-308 x 2^-3602000, diff 0.00036
N = 2497616, log(prod) = 1.39e-308 x 2^-3603000, diff 0.00037
N = 2498347, log(prod) = 6.45e-308 x 2^-3604000, diff 0.00038
N = 2498991, log(prod) = 9.55e-309 x 2^-3605000, diff 0.00036
N = 2499680, log(prod) = 3.76e-308 x 2^-3606000, diff 0.00036
N = 2500342, log(prod) = 8.68e-308 x 2^-3607000, diff 0.00035
N = 2501083, log(prod) = 5.40e-309 x 2^-3608000, diff 0.00037
N = 2501781, log(prod) = 1.01e-308 x 2^-3609000, diff 0.00037
N = 2502436, log(prod) = 3.26e-308 x 2^-3610000, diff 0.00035
N = 2503133, log(prod) = 4.59e-308 x 2^-3611000, diff 0.00035
N = 2503847, log(prod) = 1.95e-308 x 2^-3612000, diff 0.00036
N = 2504577, log(prod) = 1.75e-309 x 2^-3613000, diff 0.00038
N = 2505246, log(prod) = 6.07e-308 x 2^-3614000, diff 0.00037
N = 2505976, log(prod) = 4.47e-308 x 2^-3615000, diff 0.00038
N = 2506689, log(prod) = 3.44e-308 x 2^-3616000, diff 0.00039
N = 2507383, log(prod) = 1.77e-308 x 2^-3617000, diff 0.00039
N = 2508088, log(prod) = 8.77e-308 x 2^-3618000, diff 0.00039
N = 2508803, log(prod) = 1.89e-308 x 2^-3619000, diff 0.00040
N = 2509498, log(prod) = 6.43e-308 x 2^-3620000, diff 0.00040
N = 2510165, log(prod) = 7.53e-308 x 2^-3621000, diff 0.00039
N = 2510836, log(prod) = 5.73e-308 x 2^-3622000, diff 0.00038
N = 2511511, log(prod) = 3.71e-308 x 2^-3623000, diff 0.00038
N = 2512129, log(prod) = 7.29e-308 x 2^-3624000, diff 0.00035
N = 2512795, log(prod) = 1.44e-308 x 2^-3625000, diff 0.00034
N = 2513456, log(prod) = 7.51e-308 x 2^-3626000, diff 0.00032
N = 2514115, log(prod) = 3.19e-308 x 2^-3627000, diff 0.00031
N = 2514817, log(prod) = 1.69e-308 x 2^-3628000, diff 0.00031
N = 2515516, log(prod) = 1.51e-308 x 2^-3629000, diff 0.00032
N = 2516211, log(prod) = 1.26e-308 x 2^-3630000, diff 0.00032
N = 2516913, log(prod) = 8.64e-308 x 2^-3631000, diff 0.00032
N = 2517636, log(prod) = 3.54e-308 x 2^-3632000, diff 0.00033
N = 2518328, log(prod) = 5.71e-308 x 2^-3633000, diff 0.00033
N = 2519054, log(prod) = 7.86e-308 x 2^-3634000, diff 0.00034
N = 2519732, log(prod) = 1.10e-308 x 2^-3635000, diff 0.00034
N = 2520381, log(prod) = 8.63e-308 x 2^-3636000, diff 0.00032
N = 2521008, log(prod) = 7.99e-308 x 2^-3637000, diff 0.00029
N = 2521689, log(prod) = 1.76e-308 x 2^-3638000, diff 0.00029
N = 2522361, log(prod) = 8.82e-308 x 2^-3639000, diff 0.00028
N = 2523049, log(prod) = 2.52e-308 x 2^-3640000, diff 0.00028
N = 2523749, log(prod) = 5.70e-308 x 2^-3641000, diff 0.00028
N = 2524469, log(prod) = 7.58e-308 x 2^-3642000, diff 0.00029
N = 2525167, log(prod) = 5.62e-308 x 2^-3643000, diff 0.00029
N = 2525856, log(prod) = 6.96e-308 x 2^-3644000, diff 0.00029
N = 2526598, log(prod) = 1.89e-308 x 2^-3645000, diff 0.00031
N = 2527277, log(prod) = 2.63e-308 x 2^-3646000, diff 0.00030
N = 2527957, log(prod) = 1.29e-308 x 2^-3647000, diff 0.00030
N = 2528652, log(prod) = 8.19e-308 x 2^-3648000, diff 0.00030
N = 2529379, log(prod) = 5.56e-308 x 2^-3649000, diff 0.00031
N = 2530088, log(prod) = 2.49e-308 x 2^-3650000, diff 0.00032
N = 2530802, log(prod) = 2.39e-308 x 2^-3651000, diff 0.00033
N = 2531503, log(prod) = 1.53e-308 x 2^-3652000, diff 0.00033
N = 2532208, log(prod) = 3.42e-309 x 2^-3653000, diff 0.00034
N = 2532887, log(prod) = 1.85e-308 x 2^-3654000, diff 0.00033
N = 2533586, log(prod) = 2.97e-308 x 2^-3655000, diff 0.00033
N = 2534292, log(prod) = 8.46e-308 x 2^-3656000, diff 0.00034
N = 2534973, log(prod) = 4.83e-309 x 2^-3657000, diff 0.00033
N = 2535651, log(prod) = 3.30e-308 x 2^-3658000, diff 0.00033
N = 2536356, log(prod) = 8.24e-308 x 2^-3659000, diff 0.00033
N = 2537065, log(prod) = 5.54e-309 x 2^-3660000, diff 0.00034
N = 2537761, log(prod) = 8.36e-308 x 2^-3661000, diff 0.00034
N = 2538462, log(prod) = 3.09e-308 x 2^-3662000, diff 0.00034
N = 2539147, log(prod) = 3.08e-308 x 2^-3663000, diff 0.00034
N = 2539845, log(prod) = 8.33e-308 x 2^-3664000, diff 0.00034
N = 2540573, log(prod) = 7.26e-308 x 2^-3665000, diff 0.00035
N = 2541264, log(prod) = 1.29e-308 x 2^-3666000, diff 0.00035
N = 2541924, log(prod) = 1.08e-308 x 2^-3667000, diff 0.00034
N = 2542611, log(prod) = 1.73e-309 x 2^-3668000, diff 0.00034
N = 2543274, log(prod) = 8.07e-308 x 2^-3669000, diff 0.00032
N = 2543935, log(prod) = 1.83e-308 x 2^-3670000, diff 0.00031
N = 2544551, log(prod) = 6.20e-308 x 2^-3671000, diff 0.00028
N = 2545250, log(prod) = 3.65e-308 x 2^-3672000, diff 0.00028
N = 2545955, log(prod) = 2.59e-309 x 2^-3673000, diff 0.00029
N = 2546616, log(prod) = 2.23e-308 x 2^-3674000, diff 0.00028
N = 2547325, log(prod) = 2.98e-308 x 2^-3675000, diff 0.00028
N = 2548045, log(prod) = 3.43e-308 x 2^-3676000, diff 0.00029
N = 2548698, log(prod) = 4.87e-309 x 2^-3677000, diff 0.00028
N = 2549426, log(prod) = 8.45e-308 x 2^-3678000, diff 0.00029
N = 2550107, log(prod) = 2.53e-308 x 2^-3679000, diff 0.00029
N = 2550763, log(prod) = 7.77e-308 x 2^-3680000, diff 0.00027
N = 2551429, log(prod) = 4.56e-308 x 2^-3681000, diff 0.00026
N = 2552171, log(prod) = 2.83e-308 x 2^-3682000, diff 0.00028
N = 2552913, log(prod) = 8.24e-308 x 2^-3683000, diff 0.00030
N = 2553614, log(prod) = 2.82e-308 x 2^-3684000, diff 0.00030
N = 2554321, log(prod) = 6.70e-308 x 2^-3685000, diff 0.00031
N = 2555005, log(prod) = 6.87e-308 x 2^-3686000, diff 0.00030
N = 2555689, log(prod) = 8.58e-310 x 2^-3687000, diff 0.00030
N = 2556382, log(prod) = 2.20e-308 x 2^-3688000, diff 0.00030
N = 2557055, log(prod) = 5.43e-308 x 2^-3689000, diff 0.00029
N = 2557716, log(prod) = 6.79e-308 x 2^-3690000, diff 0.00028
N = 2558406, log(prod) = 2.17e-308 x 2^-3691000, diff 0.00028
N = 2559052, log(prod) = 5.25e-308 x 2^-3692000, diff 0.00026
N = 2559746, log(prod) = 5.37e-308 x 2^-3693000, diff 0.00026
N = 2560423, log(prod) = 3.71e-308 x 2^-3694000, diff 0.00025
N = 2561098, log(prod) = 8.57e-308 x 2^-3695000, diff 0.00024
N = 2561779, log(prod) = 2.16e-308 x 2^-3696000, diff 0.00024
N = 2562460, log(prod) = 1.38e-308 x 2^-3697000, diff 0.00024
N = 2563166, log(prod) = 2.59e-308 x 2^-3698000, diff 0.00024
N = 2563823, log(prod) = 4.90e-308 x 2^-3699000, diff 0.00023
N = 2564520, log(prod) = 4.58e-308 x 2^-3700000, diff 0.00023
N = 2565203, log(prod) = 2.09e-308 x 2^-3701000, diff 0.00022
N = 2565887, log(prod) = 8.03e-308 x 2^-3702000, diff 0.00022
N = 2566582, log(prod) = 7.82e-308 x 2^-3703000, diff 0.00022
N = 2567259, log(prod) = 7.99e-309 x 2^-3704000, diff 0.00021
N = 2567956, log(prod) = 7.64e-308 x 2^-3705000, diff 0.00022
N = 2568597, log(prod) = 4.75e-308 x 2^-3706000, diff 0.00020
N = 2569277, log(prod) = 5.08e-308 x 2^-3707000, diff 0.00019
N = 2569983, log(prod) = 3.17e-308 x 2^-3708000, diff 0.00020
N = 2570622, log(prod) = 2.51e-308 x 2^-3709000, diff 0.00017
N = 2571349, log(prod) = 1.91e-308 x 2^-3710000, diff 0.00019
N = 2572063, log(prod) = 4.82e-308 x 2^-3711000, diff 0.00019
N = 2572756, log(prod) = 4.66e-308 x 2^-3712000, diff 0.00019
N = 2573472, log(prod) = 1.72e-308 x 2^-3713000, diff 0.00020
N = 2574161, log(prod) = 3.55e-308 x 2^-3714000, diff 0.00020
N = 2574854, log(prod) = 2.32e-308 x 2^-3715000, diff 0.00020
N = 2575524, log(prod) = 1.83e-308 x 2^-3716000, diff 0.00019
N = 2576195, log(prod) = 1.39e-308 x 2^-3717000, diff 0.00018
N = 2576872, log(prod) = 8.10e-308 x 2^-3718000, diff 0.00018
N = 2577601, log(prod) = 4.05e-308 x 2^-3719000, diff 0.00019
N = 2578307, log(prod) = 3.23e-308 x 2^-3720000, diff 0.00020
N = 2579000, log(prod) = 1.09e-309 x 2^-3721000, diff 0.00020
N = 2579733, log(prod) = 7.13e-308 x 2^-3722000, diff 0.00021
N = 2580449, log(prod) = 8.49e-308 x 2^-3723000, diff 0.00022
N = 2581150, log(prod) = 4.30e-309 x 2^-3724000, diff 0.00022
N = 2581861, log(prod) = 1.86e-308 x 2^-3725000, diff 0.00023
N = 2582553, log(prod) = 6.72e-308 x 2^-3726000, diff 0.00023
N = 2583200, log(prod) = 7.76e-308 x 2^-3727000, diff 0.00021
N = 2583926, log(prod) = 6.63e-308 x 2^-3728000, diff 0.00022
N = 2584574, log(prod) = 3.94e-308 x 2^-3729000, diff 0.00021
N = 2585246, log(prod) = 5.48e-308 x 2^-3730000, diff 0.00020
N = 2585981, log(prod) = 7.98e-308 x 2^-3731000, diff 0.00022
N = 2586701, log(prod) = 7.94e-308 x 2^-3732000, diff 0.00023
N = 2587417, log(prod) = 6.79e-308 x 2^-3733000, diff 0.00023
N = 2588125, log(prod) = 1.54e-308 x 2^-3734000, diff 0.00024
N = 2588808, log(prod) = 3.21e-308 x 2^-3735000, diff 0.00024
N = 2589472, log(prod) = 4.06e-308 x 2^-3736000, diff 0.00022
N = 2590168, log(prod) = 6.57e-308 x 2^-3737000, diff 0.00023
N = 2590852, log(prod) = 6.27e-308 x 2^-3738000, diff 0.00022
N = 2591512, log(prod) = 4.75e-308 x 2^-3739000, diff 0.00021
N = 2592220, log(prod) = 3.01e-308 x 2^-3740000, diff 0.00022
N = 2592933, log(prod) = 5.57e-308 x 2^-3741000, diff 0.00022
N = 2593581, log(prod) = 8.58e-308 x 2^-3742000, diff 0.00020
N = 2594277, log(prod) = 2.04e-308 x 2^-3743000, diff 0.00021
N = 2594999, log(prod) = 4.99e-308 x 2^-3744000, diff 0.00022
N = 2595689, log(prod) = 2.99e-308 x 2^-3745000, diff 0.00022
N = 2596399, log(prod) = 2.83e-308 x 2^-3746000, diff 0.00022
N = 2597044, log(prod) = 1.53e-308 x 2^-3747000, diff 0.00020
N = 2597744, log(prod) = 6.88e-308 x 2^-3748000, diff 0.00021
N = 2598494, log(prod) = 7.92e-308 x 2^-3749000, diff 0.00023
N = 2599216, log(prod) = 3.14e-308 x 2^-3750000, diff 0.00024
N = 2599934, log(prod) = 8.59e-308 x 2^-3751000, diff 0.00025
N = 2600595, log(prod) = 4.62e-308 x 2^-3752000, diff 0.00024
N = 2601272, log(prod) = 2.61e-308 x 2^-3753000, diff 0.00023
N = 2601963, log(prod) = 8.84e-308 x 2^-3754000, diff 0.00023
N = 2602650, log(prod) = 8.56e-308 x 2^-3755000, diff 0.00023
N = 2603342, log(prod) = 1.85e-308 x 2^-3756000, diff 0.00023
N = 2604070, log(prod) = 2.67e-308 x 2^-3757000, diff 0.00024
N = 2604733, log(prod) = 6.55e-308 x 2^-3758000, diff 0.00023
N = 2605444, log(prod) = 3.15e-309 x 2^-3759000, diff 0.00024
N = 2606121, log(prod) = 1.74e-308 x 2^-3760000, diff 0.00023
N = 2606825, log(prod) = 1.76e-308 x 2^-3761000, diff 0.00023
N = 2607503, log(prod) = 1.73e-308 x 2^-3762000, diff 0.00023
N = 2608168, log(prod) = 8.00e-308 x 2^-3763000, diff 0.00022
N = 2608887, log(prod) = 2.31e-308 x 2^-3764000, diff 0.00023
N = 2609612, log(prod) = 2.43e-308 x 2^-3765000, diff 0.00024
N = 2610313, log(prod) = 1.45e-308 x 2^-3766000, diff 0.00024
N = 2610988, log(prod) = 8.44e-308 x 2^-3767000, diff 0.00023
N = 2611673, log(prod) = 8.55e-308 x 2^-3768000, diff 0.00023
N = 2612376, log(prod) = 3.31e-308 x 2^-3769000, diff 0.00023
N = 2613075, log(prod) = 4.83e-308 x 2^-3770000, diff 0.00024
N = 2613763, log(prod) = 3.21e-308 x 2^-3771000, diff 0.00023
N = 2614434, log(prod) = 3.07e-308 x 2^-3772000, diff 0.00023
N = 2615148, log(prod) = 8.85e-308 x 2^-3773000, diff 0.00023
N = 2615840, log(prod) = 5.36e-309 x 2^-3774000, diff 0.00023
N = 2616525, log(prod) = 5.46e-308 x 2^-3775000, diff 0.00023
N = 2617250, log(prod) = 1.44e-308 x 2^-3776000, diff 0.00024
N = 2617943, log(prod) = 3.23e-308 x 2^-3777000, diff 0.00024
